dafny-synthesis_task_id_82.dfy,1.6506564617156982
dafny-synthesis_task_id_605.dfy,1.824254035949707
DafnyProjects_tmp_tmp2acw_s4s_CombNK.dfy,2.145641565322876
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_CachedContainer.dfy,3.2396016120910645
Metodos_Formais_tmp_tmpbez22nnn_Aula_4_ex1.dfy,1.8145256042480469
dafny-synthesis_task_id_95.dfy,1.8164925575256348
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula5.dfy,3.334538698196411
dafny-learn_tmp_tmpn94ir40q_R01_assertions.dfy,1.8001549243927002
dafny-synthesis_task_id_161.dfy,1.9901208877563477
Clover_copy_part.dfy,1.874363899230957
dafleet_tmp_tmpa2e4kb9v_0001-0050_0003-longest-substring-without-repeating-characters.dfy,2.2452690601348877
dafny-aoc-2019_tmp_tmpj6suy_rv_parser_split.dfy,1.9076268672943115
protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_02-triggers_triggers2.dfy,1.8674046993255615
Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_SmallNum.dfy,1.8325209617614746
Clover_only_once.dfy,1.7992689609527588
t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_sequences_ex3.dfy,1.8514115810394287
dafny-synthesis_task_id_135.dfy,1.617539882659912
dafny_tmp_tmp2ewu6s7x_ListReverse.dfy,1.9908428192138672
DafnyProjects_tmp_tmp2acw_s4s_findMax.dfy,2.113657236099243
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_InSetComprehension.dfy,2.0569047927856445
DafnyProjects_tmp_tmp2acw_s4s_Graph.dfy,2.741842031478882
Dafny_Verify_tmp_tmphq7j0row_Generated_Code_Count.dfy,1.9384572505950928
dafny-synthesis_task_id_637.dfy,1.6206960678100586
Formal-Verification_tmp_tmpuyt21wjt_Dafny_strings3.dfy,2.228548526763916
Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Insertion_Sort_Normal.dfy,2.1238019466400146
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_mathematical objects verification_examples_fast_exp.dfy,2.3914315700531006
Clover_modify_2d_array.dfy,1.808976411819458
dafny-synthesis_task_id_69.dfy,1.8077316284179688
Dafny_Verify_tmp_tmphq7j0row_Generated_Code_rand.dfy,1.6816685199737549
dafny-duck_tmp_tmplawbgxjo_p2.dfy,2.1238090991973877
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_Week4__LinearSearch.dfy,2.072362184524536
Clover_canyon_search.dfy,1.9235146045684814
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_Classics.dfy,2.6081295013427734
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_variant examples_SumOfCubes.dfy,2.1541788578033447
dafny-synthesis_task_id_458.dfy,1.6374480724334717
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p2.dfy,1.65981125831604
ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_git-issues_git-issue-506.dfy,1.8962244987487793
dafny_projects_tmp_tmpjutqwjv4_tutorial_tutorial.dfy,2.50492787361145
dafny-synthesis_task_id_764.dfy,1.8580663204193115
Clover_online_max.dfy,1.8802297115325928
dafny_tmp_tmp49a6ihvk_m4.dfy,3.9750401973724365
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_Iter.dfy,2.519996404647827
dafny-synthesis_task_id_310.dfy,1.8416316509246826
DafnyPrograms_tmp_tmp74_f9k_c_map-multiset-implementation.dfy,3.772298812866211
